FL_DATE,AIRLINE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2021-12-11,Southwest Airlines Co.,LGB,DEN,-3.0,-15.0,0,854.0
2023-03-20,Southwest Airlines Co.,SMF,DEN,-3.0,-12.0,0,909.0
2019-09-16,SkyWest Airlines Inc.,DFW,HOU,-9.0,-14.0,0,247.0
2021-08-20,Southwest Airlines Co.,AUS,LAS,-3.0,36.0,0,1090.0
2020-06-23,Republic Airline,DCA,MSY,-11.0,-29.0,0,969.0
2022-05-23,Spirit Air Lines,TPA,ATL,-5.0,-7.0,0,406.0
2023-08-05,Delta Air Lines Inc.,PHX,SEA,-5.0,-17.0,0,1107.0
2019-08-16,Delta Air Lines Inc.,SAN,SEA,-7.0,-18.0,0,1050.0
2021-02-08,Republic Airline,CLT,ALB,-7.0,-33.0,0,646.0
2021-11-03,Envoy Air,DFW,LAW,-3.0,5.0,0,140.0
2020-12-27,Spirit Air Lines,MCO,EWR,44.0,46.0,0,937.0
2019-08-21,Delta Air Lines Inc.,ECP,ATL,11.0,7.0,0,240.0
2022-04-29,American Airlines Inc.,LAX,FLL,1.0,3.0,0,2343.0
2021-11-27,Republic Airline,GRR,CLT,22.0,10.0,0,583.0
2022-12-01,Southwest Airlines Co.,MIA,BWI,-4.0,-1.0,0,946.0
2021-09-13,SkyWest Airlines Inc.,IAH,COS,0.0,8.0,0,809.0
2021-10-29,Alaska Airlines Inc.,SEA,DFW,-2.0,6.0,0,1660.0
2022-11-07,United Air Lines Inc.,LAX,IAH,-5.0,-11.0,0,1379.0
2022-04-01,Delta Air Lines Inc.,HSV,ATL,-7.0,-26.0,0,151.0
2023-06-11,Allegiant Air,PIE,CHA,27.0,49.0,0,513.0
2022-06-22,United Air Lines Inc.,DFW,IAH,-6.0,-15.0,0,224.0
2022-06-12,Horizon Air,SFO,PAE,21.0,26.0,0,710.0
2019-12-25,Southwest Airlines Co.,MDW,LAS,2.0,-2.0,0,1521.0
2023-06-18,JetBlue Airways,SEA,BOS,9.0,5.0,0,2496.0
2023-04-28,American Airlines Inc.,DTW,DFW,-7.0,-38.0,0,986.0
2019-05-04,Delta Air Lines Inc.,DCA,ATL,1.0,10.0,0,547.0
2022-07-05,SkyWest Airlines Inc.,HPN,ORD,-1.0,-11.0,0,738.0
2019-04-03,SkyWest Airlines Inc.,SFO,DAL,-1.0,-25.0,0,1476.0
2020-01-16,American Airlines Inc.,DFW,MCO,3.0,-5.0,0,985.0
2022-02-19,PSA Airlines Inc.,DCA,ILM,83.0,68.0,0,319.0
2021-12-19,Spirit Air Lines,LGA,MCO,0.0,-2.0,0,950.0
2021-01-09,American Airlines Inc.,MIA,RDU,-6.0,-16.0,0,700.0
2020-12-17,Southwest Airlines Co.,MCO,ATL,-5.0,-18.0,0,404.0
2022-01-09,United Air Lines Inc.,EWR,RDU,50.0,34.0,0,416.0
2019-09-24,Delta Air Lines Inc.,LAS,JFK,-5.0,-14.0,0,2248.0
2023-01-16,Southwest Airlines Co.,GRR,BWI,0.0,4.0,0,528.0
2021-12-20,Allegiant Air,PGD,SWF,-8.0,-13.0,0,1101.0
2019-10-18,Endeavor Air Inc.,ATL,BTR,-3.0,0.0,0,448.0
2021-07-22,SkyWest Airlines Inc.,SEA,DEN,228.0,207.0,0,1024.0
2019-11-19,Envoy Air,RIC,ORD,-11.0,-29.0,0,642.0
2019-05-30,Envoy Air,ORD,LAN,-8.0,0.0,0,179.0
2019-11-21,SkyWest Airlines Inc.,LAX,PHX,19.0,17.0,0,370.0
2021-01-22,Southwest Airlines Co.,DEN,GEG,1.0,-21.0,0,836.0
2021-10-06,JetBlue Airways,BOS,SAN,-1.0,-42.0,0,2588.0
2021-03-30,Envoy Air,FAR,ORD,-9.0,-8.0,0,557.0
2023-03-12,Southwest Airlines Co.,DCA,ATL,11.0,10.0,0,547.0
2022-06-25,Endeavor Air Inc.,LGA,BGR,-10.0,-18.0,0,378.0
2020-09-19,Delta Air Lines Inc.,CVG,LAX,0.0,-7.0,0,1900.0
2021-11-21,Southwest Airlines Co.,OAK,PHX,0.0,-7.0,0,646.0
2019-04-21,Hawaiian Airlines Inc.,PDX,OGG,-3.0,-31.0,0,2562.0
2022-04-05,SkyWest Airlines Inc.,ASE,DEN,0.0,0.0,1,125.0
2021-09-06,Republic Airline,PHL,ACK,0.0,-11.0,0,289.0
2020-08-23,American Airlines Inc.,DCA,ORD,-8.0,7.0,0,612.0
2023-07-07,United Air Lines Inc.,MSN,DEN,16.0,2.0,0,826.0
2021-11-21,SkyWest Airlines Inc.,SFO,EUG,-4.0,-28.0,0,451.0
2022-11-12,American Airlines Inc.,PHX,CLT,-5.0,-24.0,0,1773.0
2022-06-04,United Air Lines Inc.,SFO,SAN,-3.0,-20.0,0,447.0
2019-04-02,Delta Air Lines Inc.,DTW,LGA,-6.0,-23.0,0,502.0
2019-05-26,Delta Air Lines Inc.,ATL,LAS,-3.0,-14.0,0,1747.0
2021-12-03,PSA Airlines Inc.,DCA,BDL,-7.0,-8.0,0,313.0
2022-04-04,SkyWest Airlines Inc.,TUS,PHX,-4.0,-9.0,0,110.0
2022-05-17,Republic Airline,CMH,BOS,127.0,111.0,0,640.0
2019-09-24,Delta Air Lines Inc.,SAN,JFK,-4.0,-27.0,0,2446.0
2019-08-21,Hawaiian Airlines Inc.,HNL,KOA,-10.0,-11.0,0,163.0
2020-05-17,Allegiant Air,PIE,LCK,-5.0,-11.0,0,821.0
2019-09-02,SkyWest Airlines Inc.,CDC,SLC,-6.0,-22.0,0,221.0
2022-07-13,Southwest Airlines Co.,AUS,ELP,-8.0,-11.0,0,528.0
2021-10-17,Frontier Airlines Inc.,SNA,DEN,-1.0,-17.0,0,846.0
2022-11-26,American Airlines Inc.,SAT,DFW,6.0,-3.0,0,247.0
2019-06-27,Alaska Airlines Inc.,SEA,BOS,0.0,1.0,0,2496.0
2019-07-02,Hawaiian Airlines Inc.,SMF,OGG,-6.0,0.0,0,2404.0
2019-10-11,American Airlines Inc.,BOS,LAX,4.0,-8.0,0,2611.0
2021-07-19,Frontier Airlines Inc.,OKC,LAS,0.0,-12.0,0,986.0
2021-07-30,SkyWest Airlines Inc.,TUS,SLC,-4.0,-17.0,0,601.0
2019-09-12,Southwest Airlines Co.,DEN,BOI,14.0,23.0,0,649.0
2020-11-24,Southwest Airlines Co.,TPA,DAL,-5.0,-18.0,0,917.0
2019-01-09,Frontier Airlines Inc.,ORD,DEN,11.0,5.0,0,888.0
2022-06-02,Envoy Air,SGF,CLT,2.0,-14.0,0,708.0
2020-10-15,Hawaiian Airlines Inc.,LIH,OGG,-4.0,-4.0,0,201.0
2019-10-10,Republic Airline,LGA,DTW,17.0,19.0,0,502.0
2021-09-04,SkyWest Airlines Inc.,ORD,SLC,-3.0,5.0,0,1250.0
2023-08-11,American Airlines Inc.,DCA,LAX,-5.0,-17.0,0,2311.0
2022-11-17,Southwest Airlines Co.,JAX,HOU,19.0,10.0,0,816.0
2021-08-11,Hawaiian Airlines Inc.,LIH,HNL,-6.0,-9.0,0,102.0
2022-09-22,Southwest Airlines Co.,BWI,FLL,60.0,61.0,0,925.0
2023-08-25,JetBlue Airways,BOS,SJU,-7.0,-4.0,0,1674.0
2020-04-20,SkyWest Airlines Inc.,EUG,SEA,-12.0,-19.0,0,234.0
2021-04-28,Southwest Airlines Co.,TUL,DEN,228.0,223.0,0,541.0
2022-07-19,Delta Air Lines Inc.,BOS,ATL,39.0,10.0,0,946.0
2021-08-21,United Air Lines Inc.,DEN,BOI,-2.0,0.0,0,649.0
2020-03-09,United Air Lines Inc.,SFO,DEN,-2.0,-14.0,0,967.0
2019-04-17,ExpressJet Airlines LLC d/b/a aha!,TUL,IAH,-13.0,-21.0,0,429.0
2021-11-10,PSA Airlines Inc.,CLT,PIA,-9.0,-17.0,0,607.0
2019-06-14,Frontier Airlines Inc.,TTN,MCO,11.0,-2.0,0,896.0
2023-04-14,Southwest Airlines Co.,BNA,AUS,-4.0,-2.0,0,756.0
2022-06-02,American Airlines Inc.,PHX,STL,-7.0,-7.0,0,1262.0
2020-11-17,Endeavor Air Inc.,ATL,FAY,-4.0,-14.0,0,331.0
2020-03-29,Allegiant Air,SBN,PGD,105.0,103.0,0,1049.0
2022-07-20,JetBlue Airways,SAN,FLL,11.0,27.0,0,2269.0
2019-03-25,Endeavor Air Inc.,MCI,LGA,-8.0,-28.0,0,1107.0
2020-02-25,Southwest Airlines Co.,MCO,BWI,63.0,42.0,0,787.0
2019-07-04,Endeavor Air Inc.,BOS,CVG,-1.0,-20.0,0,752.0
2020-05-18,Mesa Airlines Inc.,DFW,IAD,-2.0,-8.0,0,1172.0
2019-02-16,PSA Airlines Inc.,OAJ,CLT,-6.0,-28.0,0,191.0
2022-06-10,American Airlines Inc.,CHS,DFW,30.0,12.0,0,987.0
2021-03-11,Envoy Air,CHA,DFW,-9.0,-18.0,0,695.0
2022-12-31,Southwest Airlines Co.,LBB,DAL,-2.0,-12.0,0,293.0
2021-05-23,SkyWest Airlines Inc.,OMA,DEN,33.0,60.0,0,472.0
2023-02-19,Alaska Airlines Inc.,DFW,SEA,-12.0,9.0,0,1660.0
2019-02-27,JetBlue Airways,SJU,TPA,-6.0,4.0,0,1237.0
2019-07-03,SkyWest Airlines Inc.,ORD,ALB,-3.0,0.0,0,723.0
2023-08-27,American Airlines Inc.,BOS,ORD,8.0,22.0,0,867.0
2022-11-01,Southwest Airlines Co.,AUS,ELP,-6.0,-6.0,0,528.0
2020-09-12,Mesa Airlines Inc.,IAH,PHL,-1.0,-22.0,0,1325.0
2020-01-16,Delta Air Lines Inc.,PDX,DTW,21.0,-1.0,0,1953.0
2022-01-01,Southwest Airlines Co.,LAS,PDX,0.0,-12.0,0,763.0
2019-12-20,JetBlue Airways,BUF,JFK,-2.0,-18.0,0,301.0
2019-08-07,Endeavor Air Inc.,LGA,CLT,0.0,0.0,1,544.0
2021-09-18,Alaska Airlines Inc.,HNL,SEA,-22.0,-18.0,0,2677.0
2021-04-06,American Airlines Inc.,SAT,DFW,-6.0,6.0,0,247.0
2022-12-18,Frontier Airlines Inc.,SLC,LAS,15.0,10.0,0,368.0
2023-08-15,Southwest Airlines Co.,MDW,DEN,40.0,26.0,0,895.0
2020-10-30,United Air Lines Inc.,EWR,IAH,-1.0,-10.0,0,1400.0
2020-03-18,Republic Airline,LGA,ATL,-4.0,-31.0,0,762.0
2021-12-29,Hawaiian Airlines Inc.,ITO,HNL,-6.0,-3.0,0,216.0
2019-07-18,Southwest Airlines Co.,LAX,MDW,-1.0,44.0,0,1750.0
2022-05-01,Delta Air Lines Inc.,PDX,ATL,-4.0,-17.0,0,2172.0
2020-03-07,Alaska Airlines Inc.,PHX,ANC,-4.0,-23.0,0,2552.0
2020-09-20,PSA Airlines Inc.,HSV,CLT,-4.0,-9.0,0,333.0
2020-02-20,Delta Air Lines Inc.,DTW,PHL,-4.0,-19.0,0,453.0
2019-08-16,SkyWest Airlines Inc.,PHX,SFO,-2.0,-15.0,0,651.0
2023-05-02,Delta Air Lines Inc.,MSP,SJC,-7.0,-21.0,0,1575.0
2023-02-01,PSA Airlines Inc.,GSP,DCA,-3.0,-25.0,0,396.0
2021-08-30,United Air Lines Inc.,IAH,PHL,-5.0,25.0,0,1325.0
2021-07-04,United Air Lines Inc.,IAH,AUS,-5.0,-10.0,0,140.0
2021-11-30,Delta Air Lines Inc.,SEA,LAX,-5.0,3.0,0,954.0
2019-10-25,SkyWest Airlines Inc.,IAH,LIT,39.0,56.0,0,374.0
2019-03-28,Delta Air Lines Inc.,ATL,TLH,-1.0,-13.0,0,223.0
2019-12-15,SkyWest Airlines Inc.,ACV,DEN,11.0,4.0,0,1026.0
2023-04-27,American Airlines Inc.,PHX,PSP,-1.0,-9.0,0,261.0
2021-08-19,Southwest Airlines Co.,LAS,DEN,47.0,36.0,0,628.0
2023-06-27,Southwest Airlines Co.,BOS,BWI,3.0,-4.0,0,369.0
2022-10-31,Southwest Airlines Co.,MDW,SAT,363.0,355.0,0,1036.0
2020-11-06,SkyWest Airlines Inc.,MSO,DEN,-8.0,5.0,0,679.0
2022-07-15,SkyWest Airlines Inc.,BUR,SLC,-6.0,-9.0,0,574.0
2020-12-17,SkyWest Airlines Inc.,SLN,DEN,0.0,-10.0,0,383.0
2019-01-17,Mesa Airlines Inc.,RIC,IAH,-3.0,8.0,0,1157.0
2019-11-28,United Air Lines Inc.,ORD,SNA,-6.0,-11.0,0,1726.0
2021-09-03,Frontier Airlines Inc.,PHL,RSW,-7.0,-19.0,0,993.0
2019-05-26,Alaska Airlines Inc.,SEA,JNU,2.0,-9.0,0,909.0
2023-07-09,Delta Air Lines Inc.,PDX,LAX,0.0,-12.0,0,834.0
2022-04-25,Frontier Airlines Inc.,SJU,ATL,32.0,8.0,0,1547.0
2019-12-03,American Airlines Inc.,BDL,LAX,118.0,148.0,0,2527.0
2023-02-03,American Airlines Inc.,MCI,PHX,-4.0,-7.0,0,1044.0
2020-12-17,Mesa Airlines Inc.,IAD,CHS,-2.0,5.0,0,441.0
2021-01-27,PSA Airlines Inc.,STL,CLT,4.0,14.0,0,575.0
2022-04-03,Southwest Airlines Co.,ONT,SMF,-3.0,-17.0,0,390.0
2023-07-28,American Airlines Inc.,DFW,SNA,2.0,-6.0,0,1205.0
2022-08-25,Republic Airline,CLT,LGA,-4.0,-4.0,0,544.0
2021-03-19,Republic Airline,CHS,CLT,-8.0,-23.0,0,168.0
2022-03-23,SkyWest Airlines Inc.,DEN,AMA,-2.0,-14.0,0,359.0
2020-09-05,American Airlines Inc.,CLT,DCA,-6.0,-15.0,0,331.0
2021-07-18,Delta Air Lines Inc.,MSP,SEA,40.0,14.0,0,1399.0
2023-06-08,Delta Air Lines Inc.,PHX,ATL,-6.0,-20.0,0,1587.0
2023-01-21,United Air Lines Inc.,MSY,ORD,-9.0,14.0,0,837.0
2020-02-11,Southwest Airlines Co.,DAL,MDW,4.0,-13.0,0,793.0
2022-02-04,Southwest Airlines Co.,AMA,DAL,0.0,0.0,1,323.0
2020-09-16,Southwest Airlines Co.,PHL,DEN,-7.0,-32.0,0,1558.0
2023-04-13,Southwest Airlines Co.,BNA,TPA,-5.0,-5.0,0,612.0
2019-09-30,American Airlines Inc.,SFO,DFW,-4.0,-11.0,0,1464.0
2022-09-19,American Airlines Inc.,LAS,PHX,-6.0,11.0,0,255.0
2021-04-17,Horizon Air,SEA,ELP,-1.0,1.0,0,1368.0
2020-02-23,Alaska Airlines Inc.,MCI,SEA,26.0,19.0,0,1489.0
2022-10-30,American Airlines Inc.,CLT,LGA,-3.0,3.0,0,544.0
2019-03-04,Southwest Airlines Co.,MCO,MDW,15.0,12.0,0,990.0
2019-06-24,ExpressJet Airlines LLC d/b/a aha!,MEM,EWR,0.0,0.0,1,946.0
2019-04-27,Southwest Airlines Co.,MHT,MCO,-4.0,-15.0,0,1142.0
2021-12-16,American Airlines Inc.,MIA,LGA,1.0,10.0,0,1096.0
2021-09-15,Southwest Airlines Co.,LAS,RNO,-2.0,-13.0,0,345.0
2019-01-17,Delta Air Lines Inc.,BNA,ATL,4.0,-12.0,0,214.0
2023-03-10,Republic Airline,RIC,BOS,-6.0,-14.0,0,474.0
2023-05-24,JetBlue Airways,FLL,SJU,0.0,-2.0,0,1046.0
2023-08-08,Southwest Airlines Co.,ECP,AUS,27.0,30.0,0,710.0
2020-02-26,Alaska Airlines Inc.,OTZ,ANC,-9.0,-12.0,0,548.0
2021-07-16,American Airlines Inc.,DFW,STT,-5.0,-12.0,0,2225.0
2023-08-25,Delta Air Lines Inc.,MSP,DFW,6.0,5.0,0,852.0
2021-11-18,Delta Air Lines Inc.,CAE,ATL,-6.0,-18.0,0,192.0
2021-05-18,United Air Lines Inc.,EWR,SFO,-1.0,-39.0,0,2565.0
2021-07-10,Republic Airline,JFK,PIT,-7.0,-50.0,0,340.0
2019-08-07,American Airlines Inc.,PHX,HNL,92.0,98.0,0,2917.0
2022-04-21,Horizon Air,PDX,SEA,14.0,17.0,0,129.0
2020-08-16,Endeavor Air Inc.,DTW,RDU,-8.0,-9.0,0,501.0
2023-02-11,SkyWest Airlines Inc.,ORD,DCA,-3.0,-4.0,0,612.0
2021-10-08,United Air Lines Inc.,RSW,ORD,-2.0,2.0,0,1120.0
2019-09-24,Southwest Airlines Co.,MDW,STL,0.0,-15.0,0,251.0
2019-02-26,Delta Air Lines Inc.,SLC,PDX,-7.0,-31.0,0,630.0
2021-04-28,PSA Airlines Inc.,SAV,PHL,-6.0,-6.0,0,629.0
2022-03-20,Republic Airline,IND,RSW,-7.0,-13.0,0,945.0
2020-11-20,Alaska Airlines Inc.,KOA,SAN,8.0,-16.0,0,2556.0
2022-06-04,American Airlines Inc.,SJU,CLT,-7.0,-18.0,0,1475.0
2019-09-20,SkyWest Airlines Inc.,SLC,BOI,-1.0,-12.0,0,290.0
2019-02-16,PSA Airlines Inc.,CLT,CHA,13.0,14.0,0,241.0
2022-09-30,Delta Air Lines Inc.,ATL,SYR,-6.0,-12.0,0,794.0
2020-06-01,PSA Airlines Inc.,STL,CLT,3.0,-8.0,0,575.0
2021-04-18,SkyWest Airlines Inc.,IAH,AUS,-1.0,3.0,0,140.0
2021-02-12,Frontier Airlines Inc.,LAX,PHX,-9.0,-11.0,0,370.0
2022-04-12,Mesa Airlines Inc.,IAH,DCA,-2.0,-8.0,0,1208.0
2021-09-19,Delta Air Lines Inc.,SEA,AUS,-4.0,-31.0,0,1770.0
2019-03-07,SkyWest Airlines Inc.,SGU,SLC,-4.0,-6.0,0,272.0
2020-03-30,SkyWest Airlines Inc.,DTW,SBN,-2.0,-26.0,0,157.0
2021-06-04,Frontier Airlines Inc.,DEN,STL,18.0,19.0,0,770.0
2023-02-11,Hawaiian Airlines Inc.,OGG,HNL,-3.0,-1.0,0,100.0
2021-03-15,Delta Air Lines Inc.,DFW,ATL,-8.0,-10.0,0,731.0
2021-04-27,Southwest Airlines Co.,DCA,JAX,-7.0,-31.0,0,634.0
2021-12-01,SkyWest Airlines Inc.,PHX,ONT,-4.0,-15.0,0,325.0
2019-01-19,Republic Airline,LGA,STL,-9.0,-21.0,0,888.0
2019-11-06,American Airlines Inc.,BWI,DFW,0.0,-14.0,0,1217.0
2023-04-12,United Air Lines Inc.,HNL,SFO,0.0,-4.0,0,2398.0
2021-12-10,Republic Airline,DCA,CVG,-10.0,-2.0,0,411.0
2023-08-11,Endeavor Air Inc.,BUF,JFK,29.0,10.0,0,301.0
2023-01-04,Envoy Air,ATW,ORD,-3.0,-6.0,0,160.0
2023-01-15,Southwest Airlines Co.,MIA,DEN,-5.0,-24.0,0,1709.0
2023-08-11,PSA Airlines Inc.,CLT,CRW,-8.0,-18.0,0,221.0
2021-09-15,United Air Lines Inc.,IAD,DEN,-4.0,-22.0,0,1452.0
2022-11-05,Endeavor Air Inc.,CVG,DCA,-4.0,-8.0,0,411.0
2019-09-02,United Air Lines Inc.,EWR,PDX,-3.0,13.0,0,2434.0
2021-03-21,Delta Air Lines Inc.,DTW,TPA,-4.0,-16.0,0,983.0
2023-04-04,Alaska Airlines Inc.,PDX,HNL,-3.0,-23.0,0,2603.0
2019-04-08,Delta Air Lines Inc.,ATL,DFW,-2.0,-14.0,0,731.0
2022-01-09,Alaska Airlines Inc.,LAX,AUS,-2.0,15.0,0,1242.0
2022-07-05,JetBlue Airways,ALB,FLL,3.0,-27.0,0,1204.0
2020-10-10,Mesa Airlines Inc.,RAP,DFW,94.0,93.0,0,835.0
2019-11-16,PSA Airlines Inc.,EWN,CLT,-7.0,-9.0,0,221.0
2021-12-07,Mesa Airlines Inc.,IAH,SAT,-3.0,-5.0,0,191.0
2021-08-11,American Airlines Inc.,DEN,PHL,-5.0,-16.0,0,1558.0
2022-06-20,Southwest Airlines Co.,LGA,MDW,28.0,29.0,0,725.0
2022-08-21,Allegiant Air,EWR,DSM,-5.0,-31.0,0,1017.0
2019-01-23,Delta Air Lines Inc.,RDU,ATL,19.0,19.0,0,356.0
2019-01-30,Endeavor Air Inc.,EWR,MSP,19.0,-9.0,0,1008.0
2023-03-08,United Air Lines Inc.,LAS,ORD,-7.0,-38.0,0,1514.0
2019-11-20,Mesa Airlines Inc.,IAH,DCA,-4.0,13.0,0,1208.0
2021-11-21,United Air Lines Inc.,IAH,PHX,-7.0,-13.0,0,1009.0
2019-05-15,Envoy Air,SUX,ORD,-9.0,-21.0,0,436.0
2019-10-11,SkyWest Airlines Inc.,JFK,ORD,0.0,-23.0,0,740.0
2021-07-01,Republic Airline,MSY,JFK,169.0,160.0,0,1182.0
2022-12-06,American Airlines Inc.,MIA,SDF,-8.0,21.0,0,910.0
2020-09-22,SkyWest Airlines Inc.,SLC,RNO,-1.0,-4.0,0,422.0
2022-04-07,Delta Air Lines Inc.,JFK,MCO,0.0,0.0,1,944.0
2020-12-11,JetBlue Airways,RSW,BOS,-8.0,9.0,0,1249.0
2022-09-21,Republic Airline,EWR,CLT,-4.0,-21.0,0,529.0
2022-03-13,United Air Lines Inc.,RIC,DEN,18.0,12.0,0,1482.0
2019-05-16,American Airlines Inc.,SEA,PHX,-5.0,27.0,0,1107.0
2023-02-14,United Air Lines Inc.,ORD,SJU,42.0,22.0,0,2072.0
2021-06-17,SkyWest Airlines Inc.,OMA,MSP,2.0,-3.0,0,282.0
2019-04-19,PSA Airlines Inc.,PHF,CLT,0.0,0.0,1,282.0
2022-03-27,Southwest Airlines Co.,DAL,RSW,-2.0,-19.0,0,1005.0
2022-08-31,Southwest Airlines Co.,LAS,PSP,-6.0,-23.0,0,173.0
2022-08-16,Spirit Air Lines,MIA,ORD,-5.0,-25.0,0,1197.0
2019-02-02,Southwest Airlines Co.,GRR,BWI,19.0,7.0,0,528.0
2019-05-17,Delta Air Lines Inc.,TPA,LGA,-3.0,-11.0,0,1010.0
2022-03-25,SkyWest Airlines Inc.,ASE,PHX,-10.0,-6.0,0,491.0
2021-11-09,SkyWest Airlines Inc.,IAH,BNA,-4.0,8.0,0,657.0
2019-04-30,Delta Air Lines Inc.,EWR,SLC,,17.0,0,1969.0
2023-06-28,PSA Airlines Inc.,DCA,TLH,97.0,75.0,0,716.0
2023-02-13,SkyWest Airlines Inc.,MEI,PIB,39.0,32.0,0,69.0
2023-07-14,American Airlines Inc.,PHX,LAS,-2.0,-7.0,0,255.0
2023-01-21,Southwest Airlines Co.,BWI,IND,-4.0,-11.0,0,516.0
2021-06-19,Delta Air Lines Inc.,MIA,JFK,-5.0,-19.0,0,1089.0
2021-10-20,Envoy Air,SHV,DFW,-9.0,-17.0,0,190.0
2022-09-05,SkyWest Airlines Inc.,LAX,MRY,2.0,-8.0,0,266.0
2022-08-14,Southwest Airlines Co.,MSY,BWI,1.0,-6.0,0,998.0
2021-07-16,Delta Air Lines Inc.,ATL,JFK,16.0,6.0,0,760.0
2021-01-04,JetBlue Airways,AUS,LAX,-3.0,-21.0,0,1242.0
2023-03-29,Delta Air Lines Inc.,ATL,LAX,-1.0,10.0,0,1947.0
2023-02-27,Endeavor Air Inc.,ATL,ABY,-3.0,-3.0,0,145.0
2022-09-11,Republic Airline,LGA,JAX,-6.0,-10.0,0,833.0
2019-08-30,Hawaiian Airlines Inc.,HNL,LAS,-1.0,1.0,0,2762.0
2019-10-18,ExpressJet Airlines LLC d/b/a aha!,IAH,BRO,-10.0,-10.0,0,308.0
2022-03-03,Southwest Airlines Co.,HRL,AUS,-5.0,-10.0,0,273.0
2021-12-16,United Air Lines Inc.,PHX,ORD,31.0,13.0,0,1440.0
2019-06-20,JetBlue Airways,JFK,PSE,76.0,38.0,0,1617.0
2020-12-31,SkyWest Airlines Inc.,DTW,FWA,-5.0,-18.0,0,128.0
2020-02-25,Alaska Airlines Inc.,SEA,SJC,-9.0,-19.0,0,696.0
2022-09-03,Mesa Airlines Inc.,DFW,RAP,3.0,-1.0,0,835.0
2021-11-17,Southwest Airlines Co.,BWI,GSP,3.0,-11.0,0,426.0
2023-06-16,SkyWest Airlines Inc.,HPN,DTW,-5.0,-3.0,0,505.0
2022-11-13,Delta Air Lines Inc.,EWR,ATL,-2.0,-18.0,0,746.0
2022-07-26,Southwest Airlines Co.,BOI,SJC,40.0,41.0,0,523.0
2023-03-31,Southwest Airlines Co.,MIA,ATL,-8.0,-10.0,0,594.0
2023-01-27,JetBlue Airways,SJU,JFK,-9.0,-24.0,0,1598.0
2020-01-01,SkyWest Airlines Inc.,ORD,RAP,13.0,7.0,0,780.0
2021-10-11,Endeavor Air Inc.,MLU,ATL,-9.0,-28.0,0,448.0
2022-04-29,Frontier Airlines Inc.,MSY,PHL,127.0,122.0,0,1089.0
2020-12-19,American Airlines Inc.,JFK,EGE,65.0,57.0,0,1746.0
2021-05-01,Delta Air Lines Inc.,LAS,ATL,-1.0,-26.0,0,1747.0
2020-02-04,JetBlue Airways,JFK,LAS,23.0,-2.0,0,2248.0
2019-01-23,Southwest Airlines Co.,MKE,STL,-2.0,-6.0,0,317.0
2019-06-11,Republic Airline,DTW,DCA,-4.0,-10.0,0,405.0
2019-09-06,Delta Air Lines Inc.,PHL,ATL,2.0,-14.0,0,666.0
2019-05-03,Delta Air Lines Inc.,DTW,MCI,6.0,4.0,0,629.0
2022-02-11,Spirit Air Lines,EWR,FLL,26.0,27.0,0,1065.0
2022-08-27,Delta Air Lines Inc.,ORF,ATL,1.0,5.0,0,516.0
2020-09-25,Delta Air Lines Inc.,JAX,ATL,-7.0,-9.0,0,270.0
2022-05-14,Southwest Airlines Co.,PDX,LAS,0.0,-4.0,0,763.0
2019-10-17,United Air Lines Inc.,EWR,DEN,-3.0,-7.0,0,1605.0
2019-06-05,Delta Air Lines Inc.,SLC,ORD,5.0,1.0,0,1250.0
2019-03-04,Delta Air Lines Inc.,ATL,JAX,17.0,16.0,0,270.0
2021-08-10,PSA Airlines Inc.,BNA,CLT,-6.0,-20.0,0,328.0
2022-11-23,Endeavor Air Inc.,SYR,JFK,-4.0,-15.0,0,209.0
2019-08-09,American Airlines Inc.,SAT,DFW,34.0,25.0,0,247.0
2023-04-22,Hawaiian Airlines Inc.,OGG,LIH,6.0,15.0,0,201.0
2022-11-14,Delta Air Lines Inc.,ATL,BNA,-2.0,4.0,0,214.0
2019-09-15,United Air Lines Inc.,DEN,ORD,-4.0,-5.0,0,888.0
2022-06-04,American Airlines Inc.,DFW,ATL,3.0,-14.0,0,731.0
2020-03-27,Delta Air Lines Inc.,MSP,DEN,0.0,0.0,1,680.0
2020-01-04,SkyWest Airlines Inc.,SFO,RDM,-10.0,-14.0,0,462.0
2019-05-18,Southwest Airlines Co.,BWI,DTW,-1.0,-6.0,0,409.0
2021-04-23,Southwest Airlines Co.,BNA,PHL,4.0,-10.0,0,675.0
2019-07-05,SkyWest Airlines Inc.,LAX,BOI,-4.0,-25.0,0,674.0
2020-05-17,Delta Air Lines Inc.,MEM,ATL,-4.0,-14.0,0,332.0
2022-02-11,JetBlue Airways,BOS,ORD,-5.0,-28.0,0,867.0
2019-07-21,Delta Air Lines Inc.,DCA,DTW,269.0,259.0,0,405.0
2022-07-18,United Air Lines Inc.,SJU,EWR,8.0,160.0,0,1608.0
2021-09-12,JetBlue Airways,BDL,LAS,15.0,-1.0,0,2297.0
2023-03-15,Delta Air Lines Inc.,ATL,LAS,0.0,-16.0,0,1747.0
2023-07-06,Alaska Airlines Inc.,SEA,GEG,35.0,34.0,0,224.0
2021-12-05,American Airlines Inc.,CMH,DFW,-13.0,-16.0,0,926.0
2019-11-06,Delta Air Lines Inc.,SFO,JFK,-7.0,-34.0,0,2586.0
2022-12-09,Southwest Airlines Co.,LAS,SMF,10.0,2.0,0,397.0
2020-12-03,Southwest Airlines Co.,OAK,SNA,-6.0,-15.0,0,371.0
